graph number,cube0_cluster0,cube0_cluster1,cube1_cluster0,cube1_cluster1,cube2_cluster0,cube2_cluster1,cube3_cluster0,cube3_cluster1,Graph Label
35178,2,3,5,5,3,2,8,2,tensor([[0]])
35179,4,4,8,11,4,4,9,10,tensor([[0]])
35180,4,3,7,13,3,4,10,10,tensor([[0]])
35181,9,7,16,10,7,9,15,11,tensor([[0]])
35182,9,7,16,11,7,9,16,11,tensor([[0]])
35183,8,9,17,11,9,8,16,12,tensor([[0]])
35184,8,10,18,11,10,8,17,12,tensor([[0]])
35185,8,7,15,12,7,8,15,12,tensor([[0]])
35186,8,7,15,12,7,8,15,12,tensor([[0]])
35187,9,11,20,10,11,9,18,12,tensor([[0]])
35188,9,10,19,12,10,9,19,12,tensor([[0]])
35189,8,10,18,10,10,8,16,12,tensor([[0]])
35190,8,10,18,11,10,8,17,12,tensor([[0]])
35191,4,21,26,22,21,4,19,29,tensor([[0]])
35192,4,22,27,22,22,4,20,29,tensor([[0]])
35193,4,17,22,21,17,4,17,26,tensor([[0]])
35194,4,15,19,11,15,4,13,17,tensor([[0]])
35195,14,11,25,3,11,14,27,1,tensor([[0]])
35196,8,13,21,3,13,8,13,11,tensor([[0]])
35197,9,11,20,3,11,9,13,10,tensor([[0]])
35198,8,12,20,4,12,8,13,11,tensor([[0]])
35199,17,16,33,7,16,17,27,13,tensor([[0]])
35200,17,16,33,7,16,17,27,13,tensor([[0]])
35201,17,18,35,5,18,17,27,13,tensor([[0]])
35202,5,16,21,7,16,5,13,15,tensor([[0]])
35203,6,24,30,7,24,6,17,20,tensor([[0]])
35204,6,18,24,7,18,6,17,14,tensor([[0]])
35205,7,11,18,6,11,7,16,8,tensor([[0]])
35206,0,8,8,7,8,0,1,14,tensor([[0]])
35207,1,11,17,2,11,1,1,18,tensor([[0]])
35208,0,8,9,7,8,0,2,14,tensor([[0]])
35209,2,21,23,7,21,2,10,20,tensor([[0]])
35210,3,20,25,13,20,3,20,18,tensor([[0]])
35211,5,14,19,15,14,5,12,22,tensor([[0]])
35212,5,18,23,5,18,5,18,10,tensor([[0]])
35213,5,15,20,8,15,5,11,17,tensor([[0]])
35214,9,8,17,6,8,9,15,8,tensor([[0]])
35215,0,11,11,6,11,0,3,14,tensor([[0]])
35216,0,10,10,6,10,0,3,13,tensor([[0]])
35217,10,7,18,4,7,10,14,8,tensor([[0]])
35218,5,11,16,5,11,5,12,9,tensor([[0]])
35219,0,6,6,13,6,0,1,18,tensor([[0]])
35220,0,16,16,4,16,0,0,20,tensor([[0]])
35221,5,5,10,7,5,5,8,9,tensor([[0]])
35222,0,10,10,23,10,0,4,29,tensor([[0]])
35223,0,4,4,22,4,0,4,22,tensor([[0]])
35224,3,8,11,4,8,3,8,7,tensor([[0]])
35225,3,10,13,7,10,3,9,11,tensor([[0]])
35226,8,9,17,5,9,8,12,10,tensor([[0]])
35227,4,11,18,3,11,4,10,11,tensor([[0]])
35228,4,19,26,4,19,4,11,19,tensor([[0]])
35229,11,6,18,1,6,11,14,5,tensor([[0]])
35230,3,14,17,4,14,3,9,12,tensor([[0]])
35231,4,46,50,11,46,4,18,43,tensor([[0]])
35232,4,44,48,11,44,4,18,41,tensor([[0]])
35233,4,44,48,11,44,4,20,39,tensor([[0]])
35234,4,44,48,13,44,4,20,41,tensor([[0]])
35235,5,42,47,14,42,5,19,42,tensor([[0]])
35236,1,4,6,4,4,1,7,3,tensor([[0]])
35237,3,24,27,4,24,3,9,22,tensor([[0]])
35238,2,16,18,10,16,2,13,15,tensor([[1]])
35239,7,8,16,5,8,7,16,5,tensor([[0]])
35240,9,10,20,4,10,9,20,4,tensor([[0]])
35241,11,9,21,2,9,11,21,2,tensor([[0]])
35242,10,9,20,2,9,10,19,3,tensor([[0]])
35243,9,10,19,11,10,9,20,10,tensor([[0]])
35244,11,8,19,5,8,11,19,5,tensor([[0]])
35245,9,9,18,8,9,9,20,6,tensor([[0]])
35246,6,7,13,4,7,6,12,5,tensor([[0]])
35247,0,7,7,6,7,0,7,6,tensor([[0]])
35248,0,7,7,4,7,0,5,6,tensor([[0]])
35249,4,14,18,14,14,4,15,17,tensor([[0]])
35250,4,16,20,12,16,4,15,17,tensor([[0]])
35251,4,12,16,14,12,4,15,15,tensor([[0]])
35252,10,17,27,16,17,10,16,27,tensor([[0]])
35253,14,22,36,18,22,14,29,25,tensor([[0]])
35254,14,24,38,18,24,14,29,27,tensor([[0]])
35255,2,7,9,5,7,2,6,8,tensor([[0]])
35256,6,6,12,3,6,6,11,4,tensor([[0]])
35257,5,6,11,4,6,5,11,4,tensor([[0]])
35258,5,6,11,4,6,5,11,4,tensor([[0]])
35259,6,8,14,4,8,6,14,4,tensor([[0]])
35260,7,8,15,4,8,7,15,4,tensor([[0]])
35261,8,8,16,3,8,8,15,4,tensor([[0]])
35262,7,10,17,3,10,7,15,5,tensor([[0]])
35263,6,12,18,3,12,6,15,6,tensor([[0]])
35264,6,12,18,3,12,6,15,6,tensor([[0]])
35265,6,13,19,3,13,6,16,6,tensor([[0]])
35266,6,13,19,3,13,6,16,6,tensor([[0]])
35267,2,7,9,5,7,2,6,8,tensor([[0]])
35268,6,6,12,3,6,6,11,4,tensor([[0]])
35269,5,6,11,4,6,5,11,4,tensor([[0]])
35270,5,6,11,4,6,5,11,4,tensor([[0]])
35271,6,8,14,4,8,6,14,4,tensor([[0]])
35272,7,8,15,4,8,7,15,4,tensor([[0]])
35273,8,8,16,3,8,8,15,4,tensor([[0]])
35274,7,10,17,3,10,7,15,5,tensor([[0]])
35275,6,12,18,3,12,6,15,6,tensor([[0]])
35276,6,12,18,3,12,6,15,6,tensor([[0]])
35277,6,13,19,3,13,6,16,6,tensor([[0]])
35278,6,13,19,3,13,6,16,6,tensor([[0]])
35279,6,22,28,2,22,6,10,20,tensor([[0]])
35280,3,13,17,2,13,3,6,13,tensor([[0]])
35281,21,11,33,0,11,21,28,5,tensor([[0]])
35282,2,12,15,0,12,2,6,9,tensor([[0]])
35283,0,12,12,2,12,0,1,13,tensor([[0]])
35284,2,11,14,1,11,2,5,10,tensor([[0]])
35285,0,2,2,7,2,0,5,4,tensor([[0]])
35286,0,4,5,6,4,0,6,5,tensor([[0]])
35287,0,36,39,30,36,0,24,45,tensor([[0]])
35288,0,3,3,7,3,0,5,5,tensor([[0]])
35289,2,4,7,6,4,2,6,7,tensor([[0]])
35290,0,3,3,9,3,0,4,8,tensor([[0]])
35291,1,2,3,8,2,1,5,6,tensor([[0]])
35292,2,3,5,10,3,2,5,10,tensor([[0]])
35293,0,5,5,7,5,0,5,7,tensor([[0]])
35294,1,3,4,6,3,1,5,5,tensor([[0]])
35295,0,4,4,9,4,0,5,8,tensor([[0]])
35296,1,7,8,9,7,1,7,10,tensor([[0]])
35297,1,8,10,5,8,1,6,9,tensor([[0]])
35298,0,8,10,5,8,0,8,7,tensor([[0]])
35299,1,4,5,13,4,1,4,14,tensor([[0]])
35300,1,5,7,6,5,1,5,8,tensor([[0]])
35301,1,6,8,6,6,1,5,9,tensor([[0]])
35302,1,6,7,5,6,1,9,3,tensor([[0]])
35303,0,8,8,7,8,0,6,9,tensor([[0]])
35304,2,7,10,3,7,2,10,3,tensor([[0]])
35305,3,7,11,4,7,3,9,6,tensor([[0]])
35306,0,9,10,4,9,0,6,8,tensor([[0]])
35307,1,6,7,13,6,1,8,12,tensor([[0]])
35308,4,4,9,6,4,4,13,2,tensor([[0]])
35309,5,3,9,5,3,5,12,2,tensor([[0]])
35310,5,4,10,6,4,5,12,4,tensor([[0]])
35311,0,5,5,10,5,0,6,9,tensor([[0]])
35312,4,2,8,4,2,4,9,3,tensor([[0]])
35313,9,4,15,2,4,9,15,2,tensor([[0]])
35314,8,7,18,2,7,8,16,4,tensor([[0]])
35315,2,8,12,3,8,2,9,6,tensor([[0]])
35316,7,8,17,3,8,7,15,5,tensor([[0]])
35317,7,7,16,3,7,7,15,4,tensor([[0]])
35318,6,9,17,4,9,6,15,6,tensor([[0]])
35319,0,5,6,9,5,0,7,8,tensor([[0]])
35320,5,7,13,7,7,5,13,7,tensor([[0]])
35321,4,6,10,9,6,4,9,10,tensor([[0]])
35322,0,6,6,5,6,0,9,2,tensor([[0]])
35323,6,13,19,4,13,6,13,10,tensor([[0]])
35324,5,15,21,5,15,5,13,13,tensor([[0]])
35325,2,13,15,6,13,2,10,11,tensor([[0]])
35326,3,15,19,5,15,3,12,12,tensor([[0]])
35327,3,9,13,4,9,3,11,6,tensor([[0]])
35328,12,10,22,10,10,12,28,4,tensor([[0]])
35329,18,16,34,8,16,18,34,8,tensor([[0]])
35330,7,15,23,1,15,7,18,6,tensor([[0]])
35331,6,8,17,5,8,6,18,4,tensor([[0]])
35332,6,8,17,5,8,6,18,4,tensor([[0]])
35333,4,7,11,12,7,4,12,11,tensor([[0]])
35334,4,6,11,5,6,4,10,6,tensor([[0]])
35335,3,9,12,8,9,3,13,7,tensor([[0]])
35336,3,11,14,10,11,3,15,9,tensor([[0]])
35337,3,14,17,10,14,3,8,19,tensor([[0]])
35338,7,7,14,12,7,7,14,12,tensor([[0]])
35339,4,12,16,8,12,4,18,6,tensor([[0]])
35340,16,17,33,15,17,16,40,8,tensor([[0]])
35341,8,9,19,7,9,8,18,8,tensor([[0]])
35342,8,13,21,10,13,8,17,14,tensor([[0]])
35343,4,16,20,10,16,4,17,13,tensor([[0]])
35344,4,16,20,15,16,4,15,20,tensor([[0]])
35345,7,9,18,2,9,7,14,6,tensor([[0]])
35346,11,15,28,2,15,11,21,9,tensor([[0]])
35347,4,20,25,5,20,4,11,19,tensor([[0]])
35348,3,18,24,4,18,3,11,17,tensor([[0]])
35349,1,11,12,6,11,1,6,12,tensor([[0]])
35350,11,6,17,4,6,11,14,7,tensor([[0]])
35351,15,8,23,4,8,15,20,7,tensor([[0]])
35352,0,9,9,7,9,0,2,14,tensor([[0]])
35353,10,10,20,6,10,10,16,10,tensor([[0]])
35354,8,12,20,8,12,8,16,12,tensor([[0]])
35355,6,14,20,10,14,6,16,14,tensor([[0]])
35356,8,19,27,5,19,8,20,12,tensor([[0]])
35357,2,9,15,2,9,2,2,15,tensor([[0]])
35358,7,10,21,2,10,7,8,15,tensor([[0]])
35359,7,9,20,3,9,7,8,15,tensor([[0]])
35360,8,5,13,3,5,8,14,2,tensor([[0]])
35361,4,3,7,8,3,4,9,6,tensor([[0]])
35362,4,3,7,8,3,4,9,6,tensor([[0]])
35363,3,3,6,7,3,3,8,5,tensor([[0]])
35364,4,6,10,7,6,4,11,6,tensor([[0]])
35365,4,4,8,8,4,4,10,6,tensor([[0]])
35366,5,8,13,6,8,5,10,9,tensor([[0]])
35367,4,10,14,7,10,4,11,10,tensor([[0]])
35368,4,8,12,8,8,4,10,10,tensor([[0]])
35369,3,7,10,8,7,3,9,9,tensor([[0]])
35370,4,8,12,8,8,4,10,10,tensor([[0]])
35371,3,7,10,8,7,3,9,9,tensor([[0]])
35372,6,9,15,6,9,6,11,10,tensor([[0]])
35373,5,10,15,8,10,5,12,11,tensor([[0]])
35374,5,10,15,7,10,5,11,11,tensor([[0]])
35375,5,9,14,8,9,5,11,11,tensor([[0]])
35376,4,8,12,8,8,4,10,10,tensor([[0]])
35377,5,9,14,8,9,5,12,10,tensor([[0]])
35378,9,9,19,3,9,9,18,4,tensor([[0]])
35379,8,10,19,5,10,8,19,5,tensor([[0]])
35380,8,10,19,4,10,8,18,5,tensor([[0]])
35381,8,9,18,5,9,8,18,5,tensor([[0]])
35382,7,8,16,5,8,7,17,4,tensor([[0]])
35383,7,8,16,5,8,7,17,4,tensor([[0]])
35384,8,9,18,5,9,8,19,4,tensor([[0]])
35385,5,6,12,7,6,5,10,9,tensor([[0]])
35386,4,8,13,7,8,4,10,10,tensor([[0]])
35387,4,8,13,8,8,4,11,10,tensor([[0]])
35388,3,6,10,8,6,3,9,9,tensor([[0]])
35389,3,6,10,8,6,3,9,9,tensor([[0]])
35390,4,8,13,7,8,4,11,9,tensor([[0]])
35391,4,7,12,8,7,4,10,10,tensor([[0]])
35392,5,3,8,6,3,5,9,5,tensor([[0]])
35393,4,4,8,8,4,4,10,6,tensor([[0]])
35394,3,3,6,7,3,3,8,5,tensor([[0]])
35395,4,9,13,8,9,4,10,11,tensor([[0]])
35396,4,10,15,8,10,4,10,13,tensor([[0]])
35397,4,8,12,8,8,4,11,9,tensor([[0]])
35398,4,7,12,8,7,4,11,9,tensor([[0]])
35399,5,3,8,6,3,5,9,5,tensor([[0]])
35400,4,4,8,8,4,4,10,6,tensor([[0]])
35401,3,3,6,7,3,3,8,5,tensor([[0]])
35402,9,5,14,7,5,9,15,6,tensor([[0]])
35403,7,4,11,9,4,7,15,5,tensor([[0]])
35404,4,3,7,13,3,4,14,6,tensor([[0]])
35405,3,8,11,13,8,3,17,7,tensor([[0]])
35406,5,4,9,7,4,5,9,7,tensor([[0]])
35407,10,6,16,5,6,10,15,6,tensor([[0]])
35408,4,8,12,6,8,4,10,8,tensor([[0]])
35409,9,8,17,6,8,9,16,7,tensor([[0]])
35410,4,8,13,6,8,4,10,9,tensor([[0]])
35411,9,7,17,7,7,9,16,8,tensor([[0]])
35412,8,5,13,7,5,8,14,6,tensor([[0]])
35413,5,7,12,13,7,5,14,11,tensor([[0]])
35414,5,6,12,13,6,5,14,11,tensor([[0]])
35415,4,8,13,13,8,4,15,11,tensor([[0]])
35416,4,10,14,13,10,4,15,12,tensor([[0]])
35417,4,8,13,14,8,4,15,12,tensor([[0]])
35418,4,7,11,13,7,4,14,10,tensor([[0]])
35419,5,6,11,7,6,5,9,9,tensor([[0]])
35420,5,7,12,11,7,5,15,8,tensor([[0]])
35421,4,10,14,11,10,4,16,9,tensor([[0]])
35422,3,6,9,13,6,3,14,8,tensor([[0]])
35423,6,6,12,9,6,6,18,3,tensor([[0]])
35424,5,7,12,11,7,5,19,4,tensor([[0]])
35425,4,5,9,11,5,4,17,3,tensor([[0]])
35426,3,3,6,8,3,3,8,6,tensor([[0]])
35427,4,5,9,8,5,4,10,7,tensor([[1]])
35428,3,19,22,5,19,3,14,13,tensor([[0]])
35429,3,33,36,14,33,3,22,28,tensor([[0]])
35430,3,18,21,2,18,3,11,12,tensor([[0]])
35431,6,10,16,5,10,6,15,6,tensor([[0]])
35432,9,36,49,3,36,9,9,43,tensor([[0]])
35433,12,43,59,10,43,12,15,54,tensor([[0]])
35434,12,44,60,10,44,12,15,55,tensor([[0]])
35435,17,45,66,10,45,17,21,55,tensor([[0]])
35436,12,48,64,11,48,12,16,59,tensor([[0]])
35437,13,42,59,8,42,13,15,52,tensor([[0]])
35438,17,46,67,10,46,17,21,56,tensor([[0]])
35439,2,29,31,2,29,2,24,9,tensor([[0]])
35440,3,26,29,2,26,3,24,7,tensor([[0]])
35441,6,11,17,3,11,6,16,4,tensor([[0]])
35442,6,13,19,3,13,6,16,6,tensor([[0]])
35443,5,15,20,5,15,5,16,9,tensor([[0]])
35444,4,14,18,8,14,4,15,11,tensor([[0]])
35445,6,21,27,15,21,6,16,26,tensor([[0]])
35446,16,34,50,26,34,16,34,42,tensor([[0]])
35447,6,18,24,16,18,6,18,22,tensor([[0]])
35448,6,25,31,23,25,6,22,32,tensor([[0]])
35449,6,21,27,11,21,6,14,24,tensor([[0]])
35450,6,26,32,20,26,6,20,32,tensor([[0]])
35451,6,19,26,10,19,6,18,18,tensor([[0]])
35452,4,12,16,4,12,4,9,11,tensor([[0]])
35453,5,11,17,7,11,5,15,9,tensor([[0]])
35454,4,10,14,6,10,4,6,14,tensor([[0]])
35455,5,9,15,7,9,5,10,12,tensor([[0]])
35456,4,11,15,7,11,4,14,8,tensor([[0]])
35457,6,14,20,5,14,6,11,14,tensor([[0]])
35458,4,18,22,6,18,4,13,15,tensor([[0]])
35459,1,17,18,14,17,1,12,20,tensor([[0]])
35460,5,15,20,6,15,5,12,14,tensor([[0]])
35461,2,14,16,7,14,2,9,14,tensor([[0]])
35462,4,14,18,4,14,4,10,12,tensor([[0]])
35463,3,14,17,5,14,3,12,10,tensor([[0]])
35464,6,15,21,6,15,6,11,16,tensor([[0]])
35465,0,15,15,6,15,0,2,19,tensor([[0]])
35466,0,11,11,6,11,0,2,15,tensor([[1]])
35467,0,16,16,5,16,0,2,19,tensor([[0]])
35468,10,9,20,3,9,10,14,9,tensor([[0]])
35469,0,10,11,2,10,0,1,12,tensor([[0]])
35470,3,8,11,3,8,3,8,6,tensor([[0]])
35471,4,11,15,4,11,4,8,11,tensor([[0]])
35472,7,9,16,10,9,7,16,10,tensor([[0]])
35473,14,46,60,13,46,14,30,43,tensor([[0]])
35474,4,50,54,13,50,4,20,47,tensor([[0]])
35475,14,42,56,11,42,14,30,37,tensor([[0]])
35476,5,20,25,7,20,5,10,22,tensor([[0]])
35477,4,19,23,7,19,4,9,21,tensor([[0]])
35478,6,14,20,12,14,6,16,16,tensor([[0]])
35479,3,8,11,5,8,3,8,8,tensor([[1]])
35480,8,15,25,11,15,8,16,20,tensor([[0]])
35481,10,28,38,8,28,10,29,17,tensor([[0]])
35482,10,7,17,6,7,10,18,5,tensor([[0]])
35483,10,8,18,8,8,10,19,7,tensor([[0]])
35484,9,10,19,6,10,9,20,5,tensor([[0]])
35485,1,10,11,8,10,1,11,8,tensor([[0]])
35486,1,15,16,9,15,1,12,13,tensor([[0]])
35487,6,12,18,4,12,6,20,2,tensor([[0]])
35488,6,14,20,4,14,6,21,3,tensor([[1]])
35489,5,15,20,2,15,5,13,9,tensor([[0]])
35490,7,13,20,6,13,7,15,11,tensor([[0]])
35491,5,5,10,7,5,5,8,9,tensor([[0]])
35492,10,23,39,2,23,10,15,26,tensor([[0]])
35493,10,5,17,3,5,10,18,2,tensor([[0]])
35494,12,20,38,12,20,12,30,20,tensor([[0]])
35495,6,14,20,11,14,6,19,12,tensor([[0]])
35496,0,7,7,8,7,0,4,11,tensor([[0]])
35497,0,8,8,8,8,0,3,13,tensor([[0]])
35498,5,9,14,8,9,5,9,13,tensor([[0]])
35499,0,8,9,7,8,0,4,12,tensor([[0]])
35500,0,7,7,7,7,0,3,11,tensor([[0]])
35501,0,9,9,9,9,0,4,14,tensor([[0]])
35502,5,9,14,6,9,5,9,11,tensor([[0]])
35503,0,10,10,9,10,0,4,15,tensor([[0]])
35504,5,8,13,8,8,5,9,12,tensor([[0]])
35505,12,26,44,32,26,12,32,44,tensor([[1]])
35506,15,34,57,39,34,15,42,54,tensor([[0]])
35507,12,28,46,32,28,12,32,46,tensor([[0]])
35508,8,19,31,23,19,8,22,32,tensor([[0]])
35509,10,24,39,28,24,10,27,40,tensor([[0]])
35510,1,7,8,6,7,1,4,10,tensor([[0]])
35511,6,5,11,3,5,6,9,5,tensor([[0]])
35512,5,6,11,4,6,5,9,6,tensor([[0]])
35513,1,7,8,5,7,1,4,9,tensor([[0]])
35514,6,9,15,5,9,6,10,10,tensor([[0]])
35515,2,6,8,6,6,2,9,5,tensor([[0]])
35516,4,5,9,8,5,4,13,4,tensor([[0]])
35517,4,8,12,13,8,4,17,8,tensor([[0]])
35518,4,11,15,15,11,4,22,8,tensor([[0]])
35519,4,6,10,6,6,4,12,4,tensor([[0]])
35520,0,3,3,9,3,0,7,5,tensor([[0]])
35521,0,8,8,4,8,0,5,7,tensor([[0]])
35522,0,10,15,9,10,0,7,17,tensor([[0]])
35523,3,8,11,11,8,3,18,4,tensor([[0]])
35524,6,6,12,4,6,6,13,3,tensor([[0]])
35525,1,4,5,6,4,1,9,2,tensor([[0]])
35526,4,6,10,11,6,4,12,9,tensor([[0]])
35527,7,9,16,15,9,7,13,18,tensor([[0]])
35528,3,8,11,3,8,3,6,8,tensor([[0]])
35529,2,7,9,10,7,2,7,12,tensor([[0]])
35530,3,15,18,8,15,3,6,20,tensor([[0]])
35531,5,11,16,17,11,5,14,19,tensor([[0]])
35532,4,5,9,6,5,4,8,7,tensor([[0]])
35533,3,6,9,7,6,3,8,8,tensor([[0]])
35534,4,5,9,6,5,4,8,7,tensor([[0]])
35535,4,5,9,9,5,4,9,9,tensor([[0]])
35536,3,6,9,7,6,3,8,8,tensor([[0]])
35537,4,4,8,6,4,4,8,6,tensor([[0]])
35538,4,5,9,6,5,4,8,7,tensor([[0]])
35539,4,5,9,9,5,4,9,9,tensor([[0]])
35540,8,7,16,9,7,8,15,10,tensor([[0]])
35541,3,6,9,7,6,3,8,8,tensor([[0]])
35542,4,6,10,8,6,4,8,10,tensor([[0]])
35543,9,5,14,8,5,9,12,10,tensor([[0]])
35544,8,4,12,14,4,8,15,11,tensor([[1]])
35545,3,9,12,12,9,3,9,15,tensor([[0]])
35546,10,6,16,11,6,10,15,12,tensor([[0]])
35547,5,8,14,11,8,5,9,16,tensor([[0]])
35548,6,7,13,13,7,6,14,12,tensor([[0]])
35549,8,9,17,13,9,8,15,15,tensor([[0]])
35550,9,7,16,15,7,9,16,15,tensor([[0]])
35551,0,10,11,11,10,0,3,19,tensor([[0]])
35552,3,8,11,13,8,3,9,15,tensor([[0]])
35553,4,8,12,15,8,4,10,17,tensor([[0]])
35554,9,10,19,18,10,9,20,17,tensor([[0]])
35555,9,12,21,18,12,9,21,18,tensor([[0]])
35556,8,8,16,12,8,8,15,13,tensor([[0]])
35557,0,9,9,16,9,0,9,16,tensor([[0]])
35558,5,5,10,11,5,5,10,11,tensor([[0]])
35559,1,4,5,10,4,1,4,11,tensor([[0]])
35560,5,5,10,11,5,5,11,10,tensor([[0]])
35561,2,4,6,10,4,2,5,11,tensor([[0]])
35562,2,13,15,3,13,2,3,15,tensor([[0]])
35563,1,12,13,15,12,1,10,18,tensor([[0]])
35564,4,4,8,13,4,4,9,12,tensor([[0]])
35565,4,2,6,14,2,4,9,11,tensor([[0]])
35566,6,2,8,11,2,6,10,9,tensor([[0]])
35567,5,3,8,12,3,5,10,10,tensor([[0]])
35568,5,6,11,11,6,5,10,12,tensor([[0]])
35569,4,5,9,14,5,4,9,14,tensor([[0]])
35570,0,6,6,14,6,0,5,15,tensor([[0]])
35571,4,3,7,22,3,4,12,17,tensor([[0]])
35572,3,5,8,22,5,3,12,18,tensor([[0]])
35573,0,10,10,11,10,0,5,16,tensor([[0]])
35574,4,9,13,15,9,4,11,17,tensor([[0]])
35575,0,12,12,11,12,0,3,20,tensor([[0]])
35576,4,6,10,15,6,4,9,16,tensor([[0]])
35577,0,8,8,14,8,0,6,16,tensor([[0]])
35578,4,8,12,12,8,4,10,14,tensor([[0]])
35579,3,9,12,13,9,3,10,15,tensor([[0]])
35580,4,7,11,23,7,4,13,21,tensor([[0]])
35581,4,9,13,10,9,4,9,14,tensor([[0]])
35582,1,6,7,12,6,1,4,15,tensor([[0]])
35583,4,12,16,10,12,4,10,16,tensor([[0]])
35584,3,10,13,8,10,3,8,13,tensor([[0]])
35585,7,14,22,12,14,7,17,17,tensor([[0]])
35586,4,5,9,11,5,4,13,7,tensor([[0]])
35587,0,6,6,22,6,0,9,19,tensor([[0]])
35588,8,7,15,16,7,8,16,15,tensor([[0]])
35589,5,6,12,8,6,5,10,10,tensor([[0]])
35590,4,9,14,8,9,4,11,11,tensor([[0]])
35591,4,9,14,8,9,4,11,11,tensor([[0]])
35592,4,9,14,8,9,4,11,11,tensor([[0]])
35593,4,8,13,8,8,4,10,11,tensor([[0]])
35594,4,7,12,9,7,4,11,10,tensor([[0]])
35595,4,7,12,9,7,4,10,11,tensor([[0]])
35596,3,12,16,8,12,3,12,12,tensor([[0]])
35597,5,8,14,7,8,5,10,11,tensor([[0]])
35598,3,14,18,7,14,3,12,13,tensor([[0]])
35599,4,9,14,8,9,4,11,11,tensor([[0]])
35600,4,9,14,8,9,4,10,12,tensor([[0]])
35601,4,17,22,7,17,4,13,16,tensor([[0]])
35602,5,7,13,8,7,5,9,12,tensor([[0]])
35603,5,10,16,5,10,5,11,10,tensor([[0]])
35604,5,10,16,5,10,5,11,10,tensor([[0]])
35605,5,9,15,5,9,5,10,10,tensor([[0]])
35606,4,9,14,5,9,4,12,7,tensor([[0]])
35607,4,7,11,6,7,4,9,8,tensor([[0]])
35608,2,13,15,6,13,2,11,10,tensor([[0]])
35609,3,10,13,6,10,3,10,9,tensor([[0]])
35610,3,8,11,7,8,3,9,9,tensor([[0]])
35611,4,7,11,3,7,4,8,6,tensor([[0]])
35612,3,8,11,7,8,3,8,10,tensor([[0]])
35613,42,43,99,62,43,42,42,119,tensor([[1]])
35614,28,56,98,49,56,28,35,112,tensor([[1]])
35615,28,97,139,50,97,28,35,154,tensor([[0]])
35616,35,42,91,70,42,35,35,126,tensor([[1]])
35617,48,97,157,65,97,48,72,150,tensor([[0]])
35618,1,27,28,4,27,1,2,30,tensor([[0]])
35619,1,26,28,4,26,1,2,30,tensor([[0]])
35620,1,27,28,5,27,1,2,31,tensor([[0]])
35621,6,29,36,7,29,6,12,31,tensor([[0]])
35622,5,10,16,3,10,5,8,11,tensor([[0]])
35623,8,7,15,2,7,8,15,2,tensor([[0]])
35624,8,7,15,7,7,8,18,4,tensor([[0]])
35625,8,7,15,7,7,8,18,4,tensor([[0]])
35626,11,8,19,7,8,11,22,4,tensor([[0]])
35627,10,10,20,7,10,10,21,6,tensor([[1]])
35628,8,8,16,7,8,8,20,3,tensor([[0]])
35629,8,8,16,6,8,8,17,5,tensor([[0]])
35630,4,7,11,5,7,4,11,5,tensor([[0]])
35631,4,8,13,6,8,4,11,8,tensor([[0]])
35632,9,7,16,4,7,9,18,2,tensor([[0]])
35633,9,9,18,4,9,9,21,1,tensor([[0]])
35634,8,12,21,6,12,8,22,5,tensor([[0]])
35635,11,10,21,5,10,11,25,1,tensor([[0]])
35636,9,8,17,5,8,9,22,0,tensor([[0]])
35637,6,7,13,6,7,6,16,3,tensor([[0]])
35638,5,8,13,7,8,5,17,3,tensor([[0]])
35639,8,10,18,5,10,8,19,4,tensor([[0]])
35640,4,14,18,8,14,4,18,8,tensor([[0]])
35641,10,10,20,7,10,10,21,6,tensor([[1]])
35642,10,11,21,7,11,10,23,5,tensor([[0]])
35643,10,10,21,8,10,10,24,5,tensor([[0]])
35644,10,10,20,7,10,10,21,6,tensor([[0]])
35645,6,7,13,4,7,6,15,2,tensor([[0]])
35646,8,9,17,4,9,8,19,2,tensor([[0]])
35647,5,12,18,4,12,5,16,6,tensor([[0]])
35648,5,10,15,4,10,5,16,3,tensor([[0]])
35649,6,8,14,6,8,6,16,4,tensor([[0]])
35650,10,9,19,5,9,10,22,2,tensor([[0]])
35651,11,9,20,5,9,11,22,3,tensor([[0]])
35652,10,10,20,4,10,10,22,2,tensor([[0]])
35653,12,12,24,4,12,12,26,2,tensor([[0]])
35654,8,18,26,5,18,8,23,8,tensor([[0]])
35655,9,15,26,4,15,9,23,7,tensor([[0]])
35656,12,12,25,4,12,12,26,3,tensor([[0]])
35657,9,10,20,5,10,9,17,8,tensor([[0]])
35658,11,11,23,6,11,11,21,8,tensor([[0]])
35659,10,7,17,7,7,10,17,7,tensor([[0]])
35660,9,8,17,5,8,9,16,6,tensor([[0]])
35661,9,7,16,6,7,9,17,5,tensor([[0]])
35662,9,6,15,6,6,9,16,5,tensor([[0]])
35663,9,8,17,5,8,9,17,5,tensor([[0]])
35664,9,11,21,5,11,9,17,9,tensor([[0]])
35665,9,8,17,5,8,9,17,5,tensor([[0]])
35666,9,8,17,6,8,9,17,6,tensor([[0]])
35667,7,7,14,4,7,7,14,4,tensor([[0]])
35668,5,25,30,3,25,5,20,13,tensor([[0]])
35669,5,19,25,3,19,5,22,6,tensor([[0]])
35670,4,20,25,4,20,4,22,7,tensor([[1]])
35671,4,17,22,4,17,4,20,6,tensor([[0]])
35672,6,15,22,4,15,6,18,8,tensor([[0]])
35673,6,24,32,3,24,6,27,8,tensor([[0]])
35674,6,26,34,2,26,6,27,9,tensor([[0]])
